Time, ID, Lat, Lon, Alt, #number of networks, SSID1, MAC1, Frequncy1, Signal1,SSID2, MAC2, Frequncy2, Signal2,SSID3, MAC3, Frequncy3, Signal3,SSID4, MAC4, Frequncy4, Signal4,SSID5, MAC5, Frequncy5, Signal5,SSID6, MAC6, Frequncy6, Signal6,SSID7, MAC7, Frequncy7, Signal7,SSID8, MAC8, Frequncy8, Signal8,SSID9, MAC9, Frequncy9, Signal9,SSID10, MAC10, Frequncy10, Signal10
2017-10-29 19:02:20,Z01B_1,32.10356588,35.20727598,676.9359130859375,4,Ariel_University,ec:8c:a2:08:d7:68,11,-81,Ariel_University,ec:8c:a2:26:ae:28,6,-57,Ariel_University,ec:8c:a2:09:8e:d8,1,-72,Ariel_University,ec:8c:a2:09:89:e8,1,-71,
2017-10-29 19:02:27,Z01B_1,32.10355265,35.20734419,692.2353515625,1,Ariel_University,ec:8c:a2:08:90:c8,6,-83,
2017-10-29 19:03:19,Z01B_1,32.10320007,35.2077125,698.4937744140625,6,Ariel_University,ec:8c:a2:09:0c:c8,11,-76,????? ???,ec:d0:9f:a5:7d:99,11,-82,Ariel_University,ec:8c:a2:08:a9:38,1,-80,,00:25:86:cb:fd:f8,9,-80,Ariel_University,ec:8c:a2:08:78:38,1,-82,Ariel_University,ec:8c:a2:09:03:38,11,-83,
2017-10-29 19:03:25,Z01B_1,32.10310661,35.20771822,706.650634765625,7,????? ???,ec:d0:9f:a5:7d:99,11,-77,norden,90:8d:78:55:1d:16,8,-86,AndroidHotspot8806,94:65:2d:70:82:a5,6,-89,Sveta,d0:0f:6d:f1:35:2f,4,-90,surikat,14:ae:db:32:52:12,5,-91,Ariel_University,ec:8c:a2:08:94:18,1,-75,Ariel_University,1c:b9:c4:16:f4:78,1,-80,
2017-10-29 19:03:27,Z01B_1,32.10309805,35.20772208,694.21142578125,7,Ariel_University,ec:8c:a2:08:78:38,1,-75,Ariel_University,ec:8c:a2:09:03:38,11,-78,YanivIsGay,c0:ac:54:f5:ff:4b,11,-77,Hoom_2.4,80:37:73:d7:ab:3a,1,-89,Ariel_University,1c:b9:c4:14:33:c8,11,-78,Ariel_University,1c:b9:c4:12:90:b8,11,-78,Bezeq Free AA107B,6a:37:73:d7:ab:3b,1,-88,
2017-10-29 19:03:29,Z01B_1,32.10308237,35.20772273,697.2452392578125,5,Ariel_University,ec:8c:a2:08:a9:38,1,-71,Home,10:be:f5:a7:b4:f4,7,-87,Yan,00:21:04:4c:2a:a2,6,-86,omer,a0:ab:1b:64:12:fa,7,-89,Ariel_University,1c:b9:c4:16:11:a8,1,-86,
2017-10-29 19:03:33,Z01B_1,32.10305556,35.20774397,692.896240234375,5,Ariel_University,1c:b9:c4:16:11:a8,1,-81,Biren2809,14:ae:db:cf:86:f5,6,-87,Si_2.4G,c4:12:f5:85:12:7d,4,-87,BezeqFree,06:ae:db:3a:64:05,11,-91,Afikim_Wifi,00:1a:dd:f4:f6:05,2,-82,
2017-10-29 19:03:38,Z01B_1,32.10296703,35.20770773,693.8519287109375,3,Ariel_University,ec:8c:a2:08:a9:28,11,-85,,00:1a:dd:e3:5e:65,11,-87,Ariel_University,1c:b9:c4:15:43:e8,1,-89,
2017-10-29 19:03:42,Z01B_1,32.10291642,35.20767525,695.92626953125,3,Afikim_Wifi,00:1a:dd:f4:f6:05,2,-75,,00:1a:dd:e3:5e:65,11,-78,Wirless-Afikim,00:1a:dd:e3:5e:64,11,-77,
2017-10-29 19:03:46,Z01B_1,32.10286287,35.20764898,694.74609375,5,????? ???,ec:d0:9f:a5:7d:99,11,-70,Ariel_University,ec:8c:a2:09:03:38,11,-69,,00:1a:dd:f4:f6:04,2,-73,Wirless-Afikim,00:1a:dd:e3:5e:64,11,-69,BEZEQINT-5E39,14:ae:db:4c:5e:3d,11,-78,
2017-10-29 19:03:54,Z01B_1,32.10274345,35.20759597,688.943115234375,2,Afikim_Wifi,00:1a:dd:f4:f6:05,2,-61,,00:1a:dd:e3:5e:65,11,-66,
2017-10-29 19:03:55,Z01B_1,32.10273366,35.20759297,689.4970703125,2,BezeqFree,06:ae:db:3a:64:05,11,-85,,00:1a:dd:f4:f6:04,2,-67,
2017-10-29 19:03:58,Z01B_1,32.10270352,35.20756714,690.360107421875,2,Wirless-Afikim,00:1a:dd:e3:5e:64,11,-59,BEZEQINT-8831,14:ae:db:43:88:35,6,-84,
2017-10-29 19:04:02,Z01B_1,32.10266403,35.207511,686.7509765625,5,norden,90:8d:78:55:1d:16,8,-81,Ariel_University,1c:b9:c4:16:f4:78,1,-75,Home,10:be:f5:a7:b4:f4,7,-80,netbox-550b,00:12:2a:39:2c:3c,1,-76,Moria,d8:fe:e3:03:5a:31,1,-77,
2017-10-29 19:04:06,Z01B_1,32.10263128,35.20745137,687.746337890625,1,Hoom_2.4,80:37:73:d7:ab:3a,1,-82,
2017-10-29 19:04:25,Z01B_1,32.10255273,35.2071438,683.29248046875,9,Sveta,d0:0f:6d:f1:35:2f,4,-85,surikat,14:ae:db:32:52:12,5,-86,Knoch,b0:48:7a:a1:80:8c,1,-77,ear,a0:ab:1b:59:55:54,11,-78,natasha,c4:12:f5:3f:d1:75,7,-90,Cellcom-WiFi_0123,a0:4f:d4:3a:a0:e1,1,-81,BezeqFree,62:8d:78:52:78:79,11,-85,Bezeq_k,90:8d:78:52:78:78,11,-86,aharon,14:ae:db:4d:d3:ed,6,-86,
2017-10-29 19:04:38,Z01B_1,32.10264348,35.20693412,678.698486328125,6,Banot,a0:4f:d4:3b:fb:a1,1,-85,BEZEQINT-7B01,14:ae:db:cc:7b:05,11,-86,vladimir,00:0e:f4:c1:50:14,11,-86,DIRECT-56-HP DeskJet 3630 series,30:e1:71:0d:e0:57,6,-91,TP-LINK_7777FC,f8:d1:11:77:77:fc,1,-88,,00:02:6f:8e:64:67,1,-87,
2017-10-29 19:04:56,Z01B_1,32.10267676,35.2065705,679.8878173828125,1,,00:1a:dd:e3:5e:65,11,-85,
